scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded,loss_count_baseline_neutralized
133,45,0.5,13,18,14
226,44,0.4888888888888889,13,16,15
69,42,0.4666666666666667,16,16,10
147,40,0.4444444444444444,17,13,10
14,39,0.43333333333333335,14,15,10
117,39,0.43333333333333335,11,17,11
148,39,0.43333333333333335,11,16,12
288,39,0.43333333333333335,14,13,12
74,38,0.4222222222222222,12,16,10
140,38,0.4222222222222222,11,15,12
310,38,0.4222222222222222,7,17,14
58,37,0.4111111111111111,14,15,8
164,37,0.4111111111111111,15,14,8
260,37,0.4111111111111111,14,13,10
266,37,0.4111111111111111,19,9,9
59,36,0.4,14,13,9
94,36,0.4,15,12,9
99,36,0.4,10,14,12
103,36,0.4,12,14,10
132,36,0.4,18,10,8
188,36,0.4,13,12,11
192,36,0.4,12,15,9
225,36,0.4,8,16,12
228,36,0.4,15,13,8
267,36,0.4,12,14,10
294,36,0.4,12,14,10
341,36,0.4,13,14,9
115,35,0.3888888888888889,12,13,10
144,35,0.3888888888888889,9,17,9
186,35,0.3888888888888889,13,12,10
295,35,0.3888888888888889,15,12,8
313,35,0.3888888888888889,14,14,7
317,35,0.3888888888888889,12,12,11
329,35,0.3888888888888889,10,14,11
334,35,0.3888888888888889,13,12,10
6,34,0.37777777777777777,12,14,8
91,34,0.37777777777777777,13,13,8
203,34,0.37777777777777777,16,11,7
245,34,0.37777777777777777,9,15,10
270,34,0.37777777777777777,7,16,11
276,34,0.37777777777777777,14,12,8
299,34,0.37777777777777777,10,13,11
2,33,0.36666666666666664,8,15,10
5,33,0.36666666666666664,10,13,10
13,33,0.36666666666666664,11,12,10
20,33,0.36666666666666664,14,12,7
26,33,0.36666666666666664,14,12,7
51,33,0.36666666666666664,11,13,9
73,33,0.36666666666666664,13,11,9
112,33,0.36666666666666664,9,14,10
114,33,0.36666666666666664,8,15,10
131,33,0.36666666666666664,7,17,9
145,33,0.36666666666666664,10,13,10
193,33,0.36666666666666664,16,10,7
208,33,0.36666666666666664,12,13,8
237,33,0.36666666666666664,12,13,8
239,33,0.36666666666666664,11,13,9
265,33,0.36666666666666664,12,12,9
277,33,0.36666666666666664,13,13,7
325,33,0.36666666666666664,10,14,9
356,33,0.36666666666666664,12,13,8
359,33,0.36666666666666664,14,10,9
44,32,0.35555555555555557,10,13,9
54,32,0.35555555555555557,12,12,8
82,32,0.35555555555555557,9,14,9
169,32,0.35555555555555557,15,10,7
187,32,0.35555555555555557,14,11,7
246,32,0.35555555555555557,14,10,8
278,32,0.35555555555555557,11,13,8
291,32,0.35555555555555557,13,11,8
321,32,0.35555555555555557,12,11,9
335,32,0.35555555555555557,10,13,9
337,32,0.35555555555555557,8,13,11
355,32,0.35555555555555557,15,12,5
30,31,0.34444444444444444,13,9,9
46,31,0.34444444444444444,10,11,10
55,31,0.34444444444444444,14,13,4
70,31,0.34444444444444444,13,11,7
76,31,0.34444444444444444,7,13,11
85,31,0.34444444444444444,11,11,9
88,31,0.34444444444444444,10,12,9
96,31,0.34444444444444444,17,9,5
106,31,0.34444444444444444,10,13,8
116,31,0.34444444444444444,12,13,6
135,31,0.34444444444444444,10,11,10
166,31,0.34444444444444444,12,11,8
177,31,0.34444444444444444,9,14,8
178,31,0.34444444444444444,13,12,6
218,31,0.34444444444444444,8,13,10
220,31,0.34444444444444444,5,13,13
222,31,0.34444444444444444,10,13,8
227,31,0.34444444444444444,11,11,9
234,31,0.34444444444444444,12,11,8
252,31,0.34444444444444444,11,12,8
253,31,0.34444444444444444,10,13,8
290,31,0.34444444444444444,11,13,7
293,31,0.34444444444444444,9,13,9
304,31,0.34444444444444444,9,13,9
312,31,0.34444444444444444,8,13,10
354,31,0.34444444444444444,13,12,6
9,30,0.3333333333333333,13,10,7
16,30,0.3333333333333333,13,10,7
17,30,0.3333333333333333,9,11,10
28,30,0.3333333333333333,14,9,7
39,30,0.3333333333333333,9,12,9
42,30,0.3333333333333333,8,14,8
102,30,0.3333333333333333,11,12,7
126,30,0.3333333333333333,11,10,9
190,30,0.3333333333333333,10,11,9
202,30,0.3333333333333333,10,13,7
204,30,0.3333333333333333,14,11,5
205,30,0.3333333333333333,11,13,6
211,30,0.3333333333333333,14,10,6
231,30,0.3333333333333333,12,10,8
250,30,0.3333333333333333,7,12,11
258,30,0.3333333333333333,8,12,10
279,30,0.3333333333333333,10,13,7
336,30,0.3333333333333333,10,13,7
349,30,0.3333333333333333,5,14,11
29,29,0.32222222222222224,12,12,5
32,29,0.32222222222222224,6,12,11
36,29,0.32222222222222224,10,11,8
40,29,0.32222222222222224,11,11,7
48,29,0.32222222222222224,9,12,8
50,29,0.32222222222222224,9,12,8
68,29,0.32222222222222224,11,11,7
104,29,0.32222222222222224,10,12,7
139,29,0.32222222222222224,9,13,7
160,29,0.32222222222222224,14,11,4
163,29,0.32222222222222224,13,10,6
167,29,0.32222222222222224,11,10,8
174,29,0.32222222222222224,11,10,8
