scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded,loss_count_baseline_neutralized
148,46,0.5111111111111111,18,16,12
226,44,0.4888888888888889,13,16,15
220,43,0.4777777777777778,17,13,13
14,42,0.4666666666666667,17,15,10
133,42,0.4666666666666667,10,18,14
294,41,0.45555555555555555,17,14,10
140,40,0.4444444444444444,13,15,12
310,40,0.4444444444444444,9,17,14
341,39,0.43333333333333335,16,14,9
59,38,0.4222222222222222,16,13,9
117,38,0.4222222222222222,10,17,11
142,38,0.4222222222222222,18,11,9
192,38,0.4222222222222222,14,15,9
312,38,0.4222222222222222,15,13,10
329,38,0.4222222222222222,13,14,11
228,37,0.4111111111111111,16,13,8
250,37,0.4111111111111111,14,12,11
337,37,0.4111111111111111,13,13,11
36,36,0.4,17,11,8
58,36,0.4,13,15,8
61,36,0.4,17,13,6
69,36,0.4,10,16,10
74,36,0.4,10,16,10
147,36,0.4,13,13,10
225,36,0.4,8,16,12
241,36,0.4,13,12,11
259,36,0.4,16,13,7
325,36,0.4,13,14,9
114,35,0.3888888888888889,10,15,10
131,35,0.3888888888888889,9,17,9
175,35,0.3888888888888889,16,11,8
180,35,0.3888888888888889,16,12,7
218,35,0.3888888888888889,12,13,10
222,35,0.3888888888888889,14,13,8
270,35,0.3888888888888889,8,16,11
313,35,0.3888888888888889,14,14,7
2,34,0.37777777777777777,9,15,10
51,34,0.37777777777777777,12,13,9
88,34,0.37777777777777777,13,12,9
112,34,0.37777777777777777,10,14,10
145,34,0.37777777777777777,11,13,10
186,34,0.37777777777777777,12,12,10
237,34,0.37777777777777777,13,13,8
260,34,0.37777777777777777,11,13,10
277,34,0.37777777777777777,14,13,7
282,34,0.37777777777777777,17,10,7
288,34,0.37777777777777777,9,13,12
304,34,0.37777777777777777,12,13,9
317,34,0.37777777777777777,11,12,11
5,33,0.36666666666666664,10,13,10
44,33,0.36666666666666664,11,13,9
46,33,0.36666666666666664,12,11,10
115,33,0.36666666666666664,10,13,10
144,33,0.36666666666666664,7,17,9
187,33,0.36666666666666664,15,11,7
208,33,0.36666666666666664,12,13,8
229,33,0.36666666666666664,10,13,10
234,33,0.36666666666666664,14,11,8
269,33,0.36666666666666664,14,10,9
278,33,0.36666666666666664,12,13,8
293,33,0.36666666666666664,11,13,9
321,33,0.36666666666666664,13,11,9
29,32,0.35555555555555557,15,12,5
48,32,0.35555555555555557,12,12,8
82,32,0.35555555555555557,9,14,9
85,32,0.35555555555555557,12,11,9
103,32,0.35555555555555557,8,14,10
124,32,0.35555555555555557,9,13,10
163,32,0.35555555555555557,16,10,6
177,32,0.35555555555555557,10,14,8
206,32,0.35555555555555557,17,9,6
244,32,0.35555555555555557,14,12,6
245,32,0.35555555555555557,7,15,10
246,32,0.35555555555555557,14,10,8
266,32,0.35555555555555557,14,9,9
267,32,0.35555555555555557,8,14,10
280,32,0.35555555555555557,16,10,6
299,32,0.35555555555555557,8,13,11
349,32,0.35555555555555557,7,14,11
28,31,0.34444444444444444,15,9,7
42,31,0.34444444444444444,9,14,8
54,31,0.34444444444444444,11,12,8
76,31,0.34444444444444444,7,13,11
96,31,0.34444444444444444,17,9,5
98,31,0.34444444444444444,15,9,7
99,31,0.34444444444444444,5,14,12
135,31,0.34444444444444444,10,11,10
164,31,0.34444444444444444,9,14,8
188,31,0.34444444444444444,8,12,11
190,31,0.34444444444444444,11,11,9
191,31,0.34444444444444444,18,9,4
216,31,0.34444444444444444,14,10,7
258,31,0.34444444444444444,9,12,10
290,31,0.34444444444444444,11,13,7
291,31,0.34444444444444444,12,11,8
314,31,0.34444444444444444,12,11,8
350,31,0.34444444444444444,12,11,8
3,30,0.3333333333333333,12,10,8
13,30,0.3333333333333333,8,12,10
17,30,0.3333333333333333,9,11,10
24,30,0.3333333333333333,13,10,7
30,30,0.3333333333333333,12,9,9
50,30,0.3333333333333333,10,12,8
55,30,0.3333333333333333,13,13,4
87,30,0.3333333333333333,11,12,7
94,30,0.3333333333333333,9,12,9
139,30,0.3333333333333333,10,13,7
149,30,0.3333333333333333,14,12,4
161,30,0.3333333333333333,13,10,7
169,30,0.3333333333333333,13,10,7
170,30,0.3333333333333333,8,13,9
174,30,0.3333333333333333,12,10,8
236,30,0.3333333333333333,12,10,8
239,30,0.3333333333333333,8,13,9
242,30,0.3333333333333333,11,11,8
252,30,0.3333333333333333,10,12,8
265,30,0.3333333333333333,9,12,9
356,30,0.3333333333333333,9,13,8
4,29,0.32222222222222224,12,11,6
65,29,0.32222222222222224,11,10,8
66,29,0.32222222222222224,14,9,6
80,29,0.32222222222222224,12,10,7
86,29,0.32222222222222224,11,12,6
106,29,0.32222222222222224,8,13,8
116,29,0.32222222222222224,10,13,6
122,29,0.32222222222222224,10,10,9
128,29,0.32222222222222224,14,9,6
179,29,0.32222222222222224,12,11,6
193,29,0.32222222222222224,12,10,7
198,29,0.32222222222222224,16,7,6
202,29,0.32222222222222224,9,13,7
204,29,0.32222222222222224,13,11,5
207,29,0.32222222222222224,14,10,5
253,29,0.32222222222222224,8,13,8
271,29,0.32222222222222224,13,10,6
279,29,0.32222222222222224,9,13,7
281,29,0.32222222222222224,12,10,7
323,29,0.32222222222222224,14,9,6
327,29,0.32222222222222224,10,11,8
334,29,0.32222222222222224,7,12,10
335,29,0.32222222222222224,7,13,9
336,29,0.32222222222222224,9,13,7
6,28,0.3111111111111111,6,14,8
10,28,0.3111111111111111,14,10,4
33,28,0.3111111111111111,8,14,6
41,28,0.3111111111111111,10,13,5
49,28,0.3111111111111111,13,9,6
52,28,0.3111111111111111,10,10,8
68,28,0.3111111111111111,10,11,7
70,28,0.3111111111111111,10,11,7
91,28,0.3111111111111111,7,13,8
102,28,0.3111111111111111,9,12,7
104,28,0.3111111111111111,9,12,7
126,28,0.3111111111111111,9,10,9
132,28,0.3111111111111111,10,10,8
165,28,0.3111111111111111,15,8,5
166,28,0.3111111111111111,9,11,8
167,28,0.3111111111111111,10,10,8
173,28,0.3111111111111111,13,11,4
189,28,0.3111111111111111,10,12,6
200,28,0.3111111111111111,10,10,8
201,28,0.3111111111111111,12,10,6
205,28,0.3111111111111111,9,13,6
210,28,0.3111111111111111,14,8,6
211,28,0.3111111111111111,12,10,6
214,28,0.3111111111111111,9,12,7
284,28,0.3111111111111111,13,9,6
287,28,0.3111111111111111,9,10,9
292,28,0.3111111111111111,11,11,6
295,28,0.3111111111111111,8,12,8
316,28,0.3111111111111111,12,9,7
318,28,0.3111111111111111,7,12,9
322,28,0.3111111111111111,13,8,7
324,28,0.3111111111111111,9,12,7
328,28,0.3111111111111111,14,9,5
355,28,0.3111111111111111,11,12,5
358,28,0.3111111111111111,15,8,5
8,27,0.3,9,11,7
11,27,0.3,13,8,6
16,27,0.3,10,10,7
25,27,0.3,12,8,7
32,27,0.3,4,12,11
39,27,0.3,6,12,9
78,27,0.3,11,9,7
83,27,0.3,14,9,4
89,27,0.3,13,9,5
95,27,0.3,11,10,6
121,27,0.3,12,9,6
127,27,0.3,11,8,8
138,27,0.3,13,10,4
152,27,0.3,11,10,6
158,27,0.3,10,12,5
181,27,0.3,11,9,7
184,27,0.3,10,10,7
194,27,0.3,12,10,5
203,27,0.3,9,11,7
212,27,0.3,13,8,6
219,27,0.3,11,11,5
230,27,0.3,11,10,6
231,27,0.3,9,10,8
232,27,0.3,9,11,7
238,27,0.3,14,9,4
247,27,0.3,11,11,5
255,27,0.3,13,9,5
268,27,0.3,12,10,5
298,27,0.3,14,9,4
311,27,0.3,14,8,5
343,27,0.3,11,10,6
351,27,0.3,13,8,6
20,26,0.28888888888888886,7,12,7
21,26,0.28888888888888886,8,11,7
26,26,0.28888888888888886,7,12,7
37,26,0.28888888888888886,9,10,7
40,26,0.28888888888888886,8,11,7
47,26,0.28888888888888886,8,11,7
56,26,0.28888888888888886,8,14,4
67,26,0.28888888888888886,13,8,5
71,26,0.28888888888888886,11,9,6
113,26,0.28888888888888886,12,9,5
118,26,0.28888888888888886,12,10,4
151,26,0.28888888888888886,10,9,7
154,26,0.28888888888888886,10,10,6
159,26,0.28888888888888886,12,10,4
223,26,0.28888888888888886,10,10,6
227,26,0.28888888888888886,6,11,9
233,26,0.28888888888888886,9,12,5
261,26,0.28888888888888886,10,10,6
264,26,0.28888888888888886,11,9,6
276,26,0.28888888888888886,6,12,8
286,26,0.28888888888888886,11,11,4
307,26,0.28888888888888886,9,11,6
320,26,0.28888888888888886,6,11,9
331,26,0.28888888888888886,7,12,7
338,26,0.28888888888888886,8,11,7
340,26,0.28888888888888886,11,9,6
354,26,0.28888888888888886,8,12,6
359,26,0.28888888888888886,7,10,9
9,25,0.2777777777777778,8,10,7
19,25,0.2777777777777778,12,8,5
38,25,0.2777777777777778,11,8,6
45,25,0.2777777777777778,6,11,8
73,25,0.2777777777777778,5,11,9
77,25,0.2777777777777778,6,12,7
92,25,0.2777777777777778,7,11,7
100,25,0.2777777777777778,8,10,7
107,25,0.2777777777777778,12,8,5
110,25,0.2777777777777778,12,8,5
119,25,0.2777777777777778,9,10,6
120,25,0.2777777777777778,6,11,8
125,25,0.2777777777777778,11,8,6
130,25,0.2777777777777778,7,10,8
134,25,0.2777777777777778,9,10,6
146,25,0.2777777777777778,10,10,5
162,25,0.2777777777777778,13,8,4
172,25,0.2777777777777778,10,9,6
178,25,0.2777777777777778,7,12,6
195,25,0.2777777777777778,7,10,8
196,25,0.2777777777777778,12,8,5
197,25,0.2777777777777778,8,10,7
209,25,0.2777777777777778,15,8,2
272,25,0.2777777777777778,9,9,7
274,25,0.2777777777777778,11,8,6
297,25,0.2777777777777778,13,8,4
303,25,0.2777777777777778,10,9,6
309,25,0.2777777777777778,8,10,7
319,25,0.2777777777777778,9,9,7
330,25,0.2777777777777778,13,8,4
346,25,0.2777777777777778,9,9,7
353,25,0.2777777777777778,9,11,5
1,24,0.26666666666666666,9,8,7
7,24,0.26666666666666666,9,8,7
31,24,0.26666666666666666,11,8,5
35,24,0.26666666666666666,9,8,7
53,24,0.26666666666666666,9,9,6
63,24,0.26666666666666666,9,10,5
79,24,0.26666666666666666,12,6,6
101,24,0.26666666666666666,10,9,5
123,24,0.26666666666666666,10,8,6
136,24,0.26666666666666666,8,9,7
176,24,0.26666666666666666,6,12,6
217,24,0.26666666666666666,10,9,5
256,24,0.26666666666666666,7,10,7
283,24,0.26666666666666666,10,9,5
285,24,0.26666666666666666,13,8,3
296,24,0.26666666666666666,11,8,5
0,23,0.25555555555555554,9,9,5
15,23,0.25555555555555554,7,9,7
22,23,0.25555555555555554,10,7,6
34,23,0.25555555555555554,11,7,5
93,23,0.25555555555555554,11,6,6
129,23,0.25555555555555554,12,7,4
137,23,0.25555555555555554,6,10,7
157,23,0.25555555555555554,11,7,5
160,23,0.25555555555555554,8,11,4
182,23,0.25555555555555554,10,7,6
275,23,0.25555555555555554,12,7,4
300,23,0.25555555555555554,6,10,7
308,23,0.25555555555555554,10,8,5
347,23,0.25555555555555554,13,7,3
348,23,0.25555555555555554,10,9,4
12,22,0.24444444444444444,10,8,4
171,22,0.24444444444444444,11,7,4
183,22,0.24444444444444444,8,7,7
185,22,0.24444444444444444,11,7,4
306,22,0.24444444444444444,8,10,4
315,22,0.24444444444444444,7,9,6
342,22,0.24444444444444444,14,6,2
344,22,0.24444444444444444,9,7,6
18,21,0.23333333333333334,7,8,6
23,21,0.23333333333333334,7,9,5
27,21,0.23333333333333334,9,10,2
81,21,0.23333333333333334,7,9,5
84,21,0.23333333333333334,6,8,7
90,21,0.23333333333333334,8,9,4
168,21,0.23333333333333334,9,7,5
235,21,0.23333333333333334,11,7,3
251,21,0.23333333333333334,11,5,5
262,21,0.23333333333333334,7,9,5
301,21,0.23333333333333334,9,8,4
305,21,0.23333333333333334,9,6,6
326,21,0.23333333333333334,6,9,6
60,20,0.2222222222222222,8,6,6
62,20,0.2222222222222222,9,6,5
64,20,0.2222222222222222,9,7,4
108,20,0.2222222222222222,8,7,5
111,20,0.2222222222222222,7,7,6
150,20,0.2222222222222222,8,7,5
289,20,0.2222222222222222,8,8,4
332,20,0.2222222222222222,10,7,3
357,20,0.2222222222222222,9,7,4
43,19,0.2111111111111111,9,7,3
72,19,0.2111111111111111,9,6,4
213,19,0.2111111111111111,8,7,4
224,19,0.2111111111111111,6,8,5
243,19,0.2111111111111111,5,11,3
254,19,0.2111111111111111,9,7,3
263,19,0.2111111111111111,6,8,5
273,19,0.2111111111111111,8,6,5
339,19,0.2111111111111111,8,7,4
57,18,0.2,10,6,2
156,18,0.2,6,6,6
221,18,0.2,9,7,2
249,18,0.2,10,5,3
345,18,0.2,6,7,5
97,17,0.18888888888888888,10,5,2
105,17,0.18888888888888888,10,5,2
153,17,0.18888888888888888,7,6,4
240,17,0.18888888888888888,10,5,2
257,17,0.18888888888888888,6,6,5
302,17,0.18888888888888888,6,6,5
75,16,0.17777777777777778,5,6,5
109,16,0.17777777777777778,6,6,4
141,16,0.17777777777777778,6,6,4
199,16,0.17777777777777778,3,9,4
215,16,0.17777777777777778,8,6,2
155,15,0.16666666666666666,6,5,4
248,14,0.15555555555555556,5,6,3
352,13,0.14444444444444443,6,5,2
143,11,0.12222222222222222,5,4,2
333,11,0.12222222222222222,5,4,2
