idx,noise
0,-0.834349095364
1,-0.703610271433
2,-0.211299473308
3,0.537869903295
4,0.942848368258
5,0.509804917487
6,0.016876580128
7,0.119069156929
8,-0.519295893890
9,-0.277613351677
10,0.318552373540
11,-0.958077908393
12,-0.761192390223
13,-0.477818463604
14,-0.485744549254
15,-0.595143712677
16,-0.261518761454
17,0.308539095003
18,-0.584152371500
19,-0.896031713035
20,-0.113152477071
21,0.964213880989
22,0.653893179802
23,0.763790804839
24,-0.025013801152
25,-0.165842506461
26,-0.430782285558
27,0.160284151968
28,-0.699728342987
29,0.558398738844
30,-0.151830232085
31,0.343410325259
32,0.712045245734
33,0.617346081903
34,-0.903183025516
35,0.379881997896
36,0.592693821550
37,-0.692210999817
38,0.273875609460
39,-0.132468257373
40,-0.765913877214
41,-0.522610103508
42,-0.789874036238
43,0.425880220210
44,0.611343959461
45,-0.904494037645
46,0.203811286797
47,0.594416467772
48,0.861508923969
49,-0.873999457183
50,0.529678583885
51,0.701129117771
52,0.294035504180
53,0.087699983267
54,-0.745838707924
55,-0.744033528316
56,-0.207489887396
57,-0.310941103038
58,-0.582634422458
59,-0.093256151932
60,-0.904708627841
61,-0.107396841262
62,-0.427643101410
63,0.120573123286
64,-0.902978324380
65,-0.594098549843
66,0.378075412719
67,0.748275979446
68,-0.160538174615
69,-0.726025575259
70,-0.943937540288
71,0.647024112402
72,0.539710946557
73,0.214168853563
74,0.397743590350
75,0.613418337817
76,-0.425043926623
77,-0.785761137082
78,-0.502335304660
79,-0.067287103927
80,0.446495963722
81,-0.672444315344
82,-0.463968945763
83,0.139760483908
84,0.381944615943
85,-0.660551519873
86,0.372238064252
87,0.983254126317
88,-0.544160956746
89,0.184440807371
90,-0.556013394520
91,0.684276365139
92,-0.544004239121
93,-0.085971634956
94,0.398964981519
95,0.308847076606
96,0.426804541591
97,0.311369452199
98,0.452724569810
99,0.679910734795
100,-0.699966076315
101,-0.415864323662
102,-0.799672820624
103,-0.115265579812
104,0.275942036495
105,0.368164048040
106,-0.573995984291
107,-0.916994744996
108,0.971438663543
109,-0.554822450087
110,-0.935838366291
111,0.484877330443
112,0.743414852803
113,0.260957613892
114,-0.010694835880
115,0.549274113357
116,0.874970710243
117,-0.698719563066
118,0.553560588700
119,0.239325906089
120,0.751983410539
121,-0.020089626873
122,0.925648226387
123,-0.292133216190
124,0.640996616129
125,-0.078065487174
126,-0.863019403460
127,0.710173371060
128,0.488985151235
129,0.913702637827
130,0.952920918952
131,-0.948174021420
132,0.396337230455
133,0.604767810290
134,0.620650583268
135,0.591937490009
136,-0.107925249635
137,-0.614660973396
138,-0.144275221127
139,0.629107206425
140,-0.261975136958
141,0.454176196528
142,-0.343715502005
143,-0.271655969245
144,-0.710590296283
145,-0.514464238333
146,0.033648761998
147,-0.229992425059
148,-0.291680319609
149,-0.561031805722
150,0.809550160247
151,-0.394145535139
152,-0.870087788727
153,-0.838633565355
154,0.527254881431
155,0.882500842597
156,0.189283639792
157,0.870146821167
158,-0.845961900261
159,0.193416039714
160,-0.308995206697
161,0.857286173132
162,0.930708118037
163,-0.275487001235
164,-0.378233576124
165,-0.539016755917
166,0.495216738188
167,-0.939258689441
168,-0.765864846470
169,-0.222728504640
170,-0.136741967366
171,0.798666346239
172,0.746658475028
173,0.812279627187
174,-0.220942868096
175,0.392077805503
176,-0.510341524109
177,0.529198859244
178,0.881800989485
179,-0.914379095679
180,0.688788312352
181,-0.624431859077
182,0.072360980349
183,0.811470217001
184,0.074093881285
185,-0.025410813373
186,-0.602848708497
187,0.581646313106
188,-0.621730955167
189,-0.856480420414
190,0.687791813338
191,0.302187664547
192,0.306971221539
193,-0.930815031870
194,0.669351248135
195,-0.808244678998
196,-0.167379238441
197,0.316344352244
198,0.746014340268
199,-0.318606337121
200,0.001237968227
201,-0.015318193481
202,-0.929478453698
203,-0.439884297184
204,-0.900655013037
205,-0.969163019176
206,-0.216844238316
207,0.265393656362
208,-0.311434289047
209,-0.739489876495
210,-0.353446895182
211,-0.221176926328
212,0.017933050067
213,-0.438017330129
214,-0.769171870638
215,0.337276172729
216,-0.627578529977
217,0.465234505223
218,-0.848465477780
219,0.019732652458
220,-0.573869292469
221,-0.490016415606
222,-0.563220678737
223,0.380603734276
224,-0.584159671048
225,-0.473517033762
226,0.432026464780
227,-0.312936194079
228,0.382503707793
229,0.723084129520
