scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded,loss_count_baseline_neutralized
133,44,0.4888888888888889,12,18,14
310,44,0.4888888888888889,13,17,14
42,41,0.45555555555555555,19,14,8
117,41,0.45555555555555555,13,17,11
225,40,0.4444444444444444,12,16,12
226,40,0.4444444444444444,9,16,15
69,39,0.43333333333333335,13,16,10
312,38,0.4222222222222222,15,13,10
329,38,0.4222222222222222,13,14,11
144,37,0.4111111111111111,11,17,9
177,37,0.4111111111111111,15,14,8
270,37,0.4111111111111111,10,16,11
334,37,0.4111111111111111,15,12,10
6,36,0.4,14,14,8
192,36,0.4,12,15,9
229,36,0.4,13,13,10
239,36,0.4,14,13,9
335,36,0.4,14,13,9
337,36,0.4,12,13,11
5,35,0.3888888888888889,12,13,10
99,35,0.3888888888888889,9,14,12
114,35,0.3888888888888889,10,15,10
126,35,0.3888888888888889,16,10,9
148,35,0.3888888888888889,7,16,12
218,35,0.3888888888888889,12,13,10
245,35,0.3888888888888889,10,15,10
253,35,0.3888888888888889,14,13,8
265,35,0.3888888888888889,14,12,9
299,35,0.3888888888888889,11,13,11
74,34,0.37777777777777777,8,16,10
76,34,0.37777777777777777,10,13,11
124,34,0.37777777777777777,11,13,10
349,34,0.37777777777777777,9,14,11
359,34,0.37777777777777777,15,10,9
2,33,0.36666666666666664,8,15,10
13,33,0.36666666666666664,11,12,10
14,33,0.36666666666666664,8,15,10
44,33,0.36666666666666664,11,13,9
59,33,0.36666666666666664,11,13,9
85,33,0.36666666666666664,13,11,9
87,33,0.36666666666666664,14,12,7
88,33,0.36666666666666664,12,12,9
92,33,0.36666666666666664,15,11,7
112,33,0.36666666666666664,9,14,10
115,33,0.36666666666666664,10,13,10
131,33,0.36666666666666664,7,17,9
145,33,0.36666666666666664,10,13,10
180,33,0.36666666666666664,14,12,7
186,33,0.36666666666666664,11,12,10
188,33,0.36666666666666664,10,12,11
220,33,0.36666666666666664,7,13,13
242,33,0.36666666666666664,14,11,8
250,33,0.36666666666666664,10,12,11
267,33,0.36666666666666664,9,14,10
293,33,0.36666666666666664,11,13,9
294,33,0.36666666666666664,9,14,10
313,33,0.36666666666666664,12,14,7
17,32,0.35555555555555557,11,11,10
45,32,0.35555555555555557,13,11,8
46,32,0.35555555555555557,11,11,10
73,32,0.35555555555555557,12,11,9
94,32,0.35555555555555557,11,12,9
102,32,0.35555555555555557,13,12,7
104,32,0.35555555555555557,13,12,7
116,32,0.35555555555555557,13,13,6
140,32,0.35555555555555557,5,15,12
227,32,0.35555555555555557,12,11,9
252,32,0.35555555555555557,12,12,8
321,32,0.35555555555555557,12,11,9
324,32,0.35555555555555557,13,12,7
356,32,0.35555555555555557,11,13,8
32,31,0.34444444444444444,8,12,11
39,31,0.34444444444444444,10,12,9
50,31,0.34444444444444444,11,12,8
82,31,0.34444444444444444,8,14,9
91,31,0.34444444444444444,10,13,8
103,31,0.34444444444444444,7,14,10
134,31,0.34444444444444444,15,10,6
135,31,0.34444444444444444,10,11,10
147,31,0.34444444444444444,8,13,10
164,31,0.34444444444444444,9,14,8
172,31,0.34444444444444444,16,9,6
174,31,0.34444444444444444,13,10,8
179,31,0.34444444444444444,14,11,6
189,31,0.34444444444444444,13,12,6
190,31,0.34444444444444444,11,11,9
201,31,0.34444444444444444,15,10,6
205,31,0.34444444444444444,12,13,6
222,31,0.34444444444444444,10,13,8
266,31,0.34444444444444444,13,9,9
278,31,0.34444444444444444,10,13,8
288,31,0.34444444444444444,6,13,12
290,31,0.34444444444444444,11,13,7
300,31,0.34444444444444444,14,10,7
314,31,0.34444444444444444,12,11,8
317,31,0.34444444444444444,8,12,11
320,31,0.34444444444444444,11,11,9
341,31,0.34444444444444444,8,14,9
353,31,0.34444444444444444,15,11,5
40,30,0.3333333333333333,12,11,7
51,30,0.3333333333333333,8,13,9
120,30,0.3333333333333333,11,11,8
142,30,0.3333333333333333,10,11,9
152,30,0.3333333333333333,14,10,6
154,30,0.3333333333333333,14,10,6
176,30,0.3333333333333333,12,12,6
195,30,0.3333333333333333,12,10,8
202,30,0.3333333333333333,10,13,7
232,30,0.3333333333333333,12,11,7
241,30,0.3333333333333333,7,12,11
260,30,0.3333333333333333,7,13,10
287,30,0.3333333333333333,11,10,9
304,30,0.3333333333333333,8,13,9
309,30,0.3333333333333333,13,10,7
325,30,0.3333333333333333,7,14,9
327,30,0.3333333333333333,11,11,8
0,29,0.32222222222222224,15,9,5
7,29,0.32222222222222224,14,8,7
20,29,0.32222222222222224,10,12,7
37,29,0.32222222222222224,12,10,7
38,29,0.32222222222222224,15,8,6
48,29,0.32222222222222224,9,12,8
49,29,0.32222222222222224,14,9,6
54,29,0.32222222222222224,9,12,8
55,29,0.32222222222222224,12,13,4
56,29,0.32222222222222224,11,14,4
60,29,0.32222222222222224,17,6,6
89,29,0.32222222222222224,15,9,5
160,29,0.32222222222222224,14,11,4
167,29,0.32222222222222224,11,10,8
169,29,0.32222222222222224,12,10,7
183,29,0.32222222222222224,15,7,7
187,29,0.32222222222222224,11,11,7
200,29,0.32222222222222224,11,10,8
203,29,0.32222222222222224,11,11,7
216,29,0.32222222222222224,12,10,7
219,29,0.32222222222222224,13,11,5
228,29,0.32222222222222224,8,13,8
237,29,0.32222222222222224,8,13,8
269,29,0.32222222222222224,10,10,9
272,29,0.32222222222222224,13,9,7
276,29,0.32222222222222224,9,12,8
277,29,0.32222222222222224,9,13,7
291,29,0.32222222222222224,10,11,8
307,29,0.32222222222222224,12,11,6
318,29,0.32222222222222224,8,12,9
336,29,0.32222222222222224,9,13,7
350,29,0.32222222222222224,10,11,8
8,28,0.3111111111111111,10,11,7
24,28,0.3111111111111111,11,10,7
33,28,0.3111111111111111,8,14,6
36,28,0.3111111111111111,9,11,8
47,28,0.3111111111111111,10,11,7
58,28,0.3111111111111111,5,15,8
61,28,0.3111111111111111,9,13,6
65,28,0.3111111111111111,10,10,8
68,28,0.3111111111111111,10,11,7
83,28,0.3111111111111111,15,9,4
122,28,0.3111111111111111,9,10,9
128,28,0.3111111111111111,13,9,6
130,28,0.3111111111111111,10,10,8
149,28,0.3111111111111111,12,12,4
170,28,0.3111111111111111,6,13,9
207,28,0.3111111111111111,13,10,5
223,28,0.3111111111111111,12,10,6
231,28,0.3111111111111111,10,10,8
247,28,0.3111111111111111,12,11,5
258,28,0.3111111111111111,6,12,10
259,28,0.3111111111111111,8,13,7
264,28,0.3111111111111111,13,9,6
268,28,0.3111111111111111,13,10,5
279,28,0.3111111111111111,8,13,7
281,28,0.3111111111111111,11,10,7
295,28,0.3111111111111111,8,12,8
346,28,0.3111111111111111,12,9,7
23,27,0.3,13,9,5
28,27,0.3,11,9,7
29,27,0.3,10,12,5
30,27,0.3,9,9,9
52,27,0.3,9,10,8
66,27,0.3,12,9,6
84,27,0.3,12,8,7
86,27,0.3,9,12,6
95,27,0.3,11,10,6
100,27,0.3,10,10,7
110,27,0.3,14,8,5
119,27,0.3,11,10,6
175,27,0.3,8,11,8
194,27,0.3,12,10,5
197,27,0.3,10,10,7
208,27,0.3,6,13,8
217,27,0.3,13,9,5
224,27,0.3,14,8,5
234,27,0.3,8,11,8
236,27,0.3,9,10,8
246,27,0.3,9,10,8
255,27,0.3,13,9,5
311,27,0.3,14,8,5
322,27,0.3,12,8,7
328,27,0.3,13,9,5
343,27,0.3,11,10,6
354,27,0.3,9,12,6
21,26,0.28888888888888886,8,11,7
26,26,0.28888888888888886,7,12,7
35,26,0.28888888888888886,11,8,7
41,26,0.28888888888888886,8,13,5
139,26,0.28888888888888886,6,13,7
161,26,0.28888888888888886,9,10,7
211,26,0.28888888888888886,10,10,6
233,26,0.28888888888888886,9,12,5
256,26,0.28888888888888886,9,10,7
263,26,0.28888888888888886,13,8,5
282,26,0.28888888888888886,9,10,7
292,26,0.28888888888888886,9,11,6
301,26,0.28888888888888886,14,8,4
303,26,0.28888888888888886,11,9,6
319,26,0.28888888888888886,10,9,7
338,26,0.28888888888888886,8,11,7
351,26,0.28888888888888886,12,8,6
15,25,0.2777777777777778,9,9,7
18,25,0.2777777777777778,11,8,6
19,25,0.2777777777777778,12,8,5
25,25,0.2777777777777778,10,8,7
27,25,0.2777777777777778,13,10,2
57,25,0.2777777777777778,17,6,2
63,25,0.2777777777777778,10,10,5
67,25,0.2777777777777778,12,8,5
70,25,0.2777777777777778,7,11,7
71,25,0.2777777777777778,10,9,6
77,25,0.2777777777777778,6,12,7
96,25,0.2777777777777778,11,9,5
101,25,0.2777777777777778,11,9,5
106,25,0.2777777777777778,4,13,8
107,25,0.2777777777777778,12,8,5
121,25,0.2777777777777778,10,9,6
127,25,0.2777777777777778,9,8,8
156,25,0.2777777777777778,13,6,6
157,25,0.2777777777777778,13,7,5
166,25,0.2777777777777778,6,11,8
178,25,0.2777777777777778,7,12,6
181,25,0.2777777777777778,9,9,7
204,25,0.2777777777777778,9,11,5
214,25,0.2777777777777778,6,12,7
230,25,0.2777777777777778,9,10,6
275,25,0.2777777777777778,14,7,4
283,25,0.2777777777777778,11,9,5
284,25,0.2777777777777778,10,9,6
298,25,0.2777777777777778,12,9,4
308,25,0.2777777777777778,12,8,5
315,25,0.2777777777777778,10,9,6
323,25,0.2777777777777778,10,9,6
331,25,0.2777777777777778,6,12,7
339,25,0.2777777777777778,14,7,4
344,25,0.2777777777777778,12,7,6
355,25,0.2777777777777778,8,12,5
9,24,0.26666666666666666,7,10,7
10,24,0.26666666666666666,10,10,4
16,24,0.26666666666666666,7,10,7
80,24,0.26666666666666666,7,10,7
98,24,0.26666666666666666,8,9,7
118,24,0.26666666666666666,10,10,4
132,24,0.26666666666666666,6,10,8
136,24,0.26666666666666666,8,9,7
137,24,0.26666666666666666,7,10,7
165,24,0.26666666666666666,11,8,5
168,24,0.26666666666666666,12,7,5
171,24,0.26666666666666666,13,7,4
173,24,0.26666666666666666,9,11,4
182,24,0.26666666666666666,11,7,6
184,24,0.26666666666666666,7,10,7
191,24,0.26666666666666666,11,9,4
193,24,0.26666666666666666,7,10,7
210,24,0.26666666666666666,10,8,6
244,24,0.26666666666666666,6,12,6
261,24,0.26666666666666666,8,10,6
271,24,0.26666666666666666,8,10,6
274,24,0.26666666666666666,10,8,6
280,24,0.26666666666666666,8,10,6
285,24,0.26666666666666666,13,8,3
358,24,0.26666666666666666,11,8,5
4,23,0.25555555555555554,6,11,6
11,23,0.25555555555555554,9,8,6
12,23,0.25555555555555554,11,8,4
34,23,0.25555555555555554,11,7,5
78,23,0.25555555555555554,7,9,7
81,23,0.25555555555555554,9,9,5
111,23,0.25555555555555554,10,7,6
185,23,0.25555555555555554,12,7,4
199,23,0.25555555555555554,10,9,4
206,23,0.25555555555555554,8,9,6
212,23,0.25555555555555554,9,8,6
262,23,0.25555555555555554,9,9,5
316,23,0.25555555555555554,7,9,7
326,23,0.25555555555555554,8,9,6
53,22,0.24444444444444444,7,9,6
123,22,0.24444444444444444,8,8,6
158,22,0.24444444444444444,5,12,5
163,22,0.24444444444444444,6,10,6
238,22,0.24444444444444444,9,9,4
289,22,0.24444444444444444,10,8,4
306,22,0.24444444444444444,8,10,4
332,22,0.24444444444444444,12,7,3
357,22,0.24444444444444444,11,7,4
1,21,0.23333333333333334,6,8,7
3,21,0.23333333333333334,3,10,8
22,21,0.23333333333333334,8,7,6
72,21,0.23333333333333334,11,6,4
75,21,0.23333333333333334,10,6,5
90,21,0.23333333333333334,8,9,4
146,21,0.23333333333333334,6,10,5
153,21,0.23333333333333334,11,6,4
162,21,0.23333333333333334,9,8,4
196,21,0.23333333333333334,8,8,5
243,21,0.23333333333333334,7,11,3
254,21,0.23333333333333334,11,7,3
257,21,0.23333333333333334,10,6,5
305,21,0.23333333333333334,9,6,6
330,21,0.23333333333333334,9,8,4
340,21,0.23333333333333334,6,9,6
109,20,0.2222222222222222,10,6,4
113,20,0.2222222222222222,6,9,5
129,20,0.2222222222222222,9,7,4
138,20,0.2222222222222222,6,10,4
141,20,0.2222222222222222,10,6,4
150,20,0.2222222222222222,8,7,5
198,20,0.2222222222222222,7,7,6
221,20,0.2222222222222222,11,7,2
235,20,0.2222222222222222,10,7,3
248,20,0.2222222222222222,11,6,3
286,20,0.2222222222222222,5,11,4
297,20,0.2222222222222222,8,8,4
302,20,0.2222222222222222,9,6,5
345,20,0.2222222222222222,8,7,5
79,19,0.2111111111111111,7,6,6
108,19,0.2111111111111111,7,7,5
125,19,0.2111111111111111,5,8,6
159,19,0.2111111111111111,5,10,4
273,19,0.2111111111111111,8,6,5
348,19,0.2111111111111111,6,9,4
31,18,0.2,5,8,5
64,18,0.2,7,7,4
105,18,0.2,11,5,2
151,18,0.2,2,9,7
209,18,0.2,8,8,2
213,18,0.2,7,7,4
296,18,0.2,5,8,5
347,18,0.2,8,7,3
352,18,0.2,11,5,2
43,17,0.18888888888888888,7,7,3
62,17,0.18888888888888888,6,6,5
93,17,0.18888888888888888,5,6,6
215,17,0.18888888888888888,9,6,2
251,17,0.18888888888888888,7,5,5
143,15,0.16666666666666666,9,4,2
155,15,0.16666666666666666,6,5,4
342,14,0.15555555555555556,6,6,2
249,13,0.14444444444444443,5,5,3
97,12,0.13333333333333333,5,5,2
240,11,0.12222222222222222,4,5,2
333,11,0.12222222222222222,5,4,2
