scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded
226,32,0.5333333333333333,16,16
69,31,0.5166666666666667,15,16
131,31,0.5166666666666667,14,17
293,31,0.5166666666666667,18,13
74,30,0.5,14,16
114,30,0.5,15,15
144,30,0.5,13,17
148,30,0.5,14,16
178,30,0.5,18,12
281,30,0.5,20,10
341,30,0.5,16,14
14,29,0.48333333333333334,14,15
48,29,0.48333333333333334,17,12
163,29,0.48333333333333334,19,10
265,29,0.48333333333333334,17,12
276,29,0.48333333333333334,17,12
39,28,0.4666666666666667,16,12
134,28,0.4666666666666667,18,10
329,28,0.4666666666666667,14,14
2,27,0.45,12,15
6,27,0.45,13,14
21,27,0.45,16,11
55,27,0.45,14,13
99,27,0.45,13,14
189,27,0.45,15,12
218,27,0.45,14,13
229,27,0.45,14,13
233,27,0.45,15,12
245,27,0.45,12,15
253,27,0.45,14,13
270,27,0.45,11,16
343,27,0.45,17,10
5,26,0.43333333333333335,13,13
56,26,0.43333333333333335,12,14
117,26,0.43333333333333335,9,17
190,26,0.43333333333333335,15,11
202,26,0.43333333333333335,13,13
222,26,0.43333333333333335,13,13
246,26,0.43333333333333335,16,10
260,26,0.43333333333333335,13,13
356,26,0.43333333333333335,13,13
13,25,0.4166666666666667,13,12
40,25,0.4166666666666667,14,11
51,25,0.4166666666666667,12,13
102,25,0.4166666666666667,13,12
104,25,0.4166666666666667,13,12
113,25,0.4166666666666667,16,9
116,25,0.4166666666666667,12,13
133,25,0.4166666666666667,7,18
177,25,0.4166666666666667,11,14
187,25,0.4166666666666667,14,11
220,25,0.4166666666666667,12,13
225,25,0.4166666666666667,9,16
277,25,0.4166666666666667,12,13
278,25,0.4166666666666667,12,13
338,25,0.4166666666666667,14,11
36,24,0.4,13,11
54,24,0.4,12,12
59,24,0.4,11,13
100,24,0.4,14,10
101,24,0.4,15,9
103,24,0.4,10,14
112,24,0.4,10,14
115,24,0.4,11,13
119,24,0.4,14,10
140,24,0.4,9,15
145,24,0.4,11,13
176,24,0.4,12,12
179,24,0.4,13,11
207,24,0.4,14,10
208,24,0.4,11,13
219,24,0.4,13,11
243,24,0.4,13,11
283,24,0.4,15,9
310,24,0.4,7,17
312,24,0.4,11,13
313,24,0.4,10,14
359,24,0.4,14,10
26,23,0.38333333333333336,11,12
29,23,0.38333333333333336,11,12
33,23,0.38333333333333336,9,14
41,23,0.38333333333333336,10,13
42,23,0.38333333333333336,9,14
50,23,0.38333333333333336,11,12
76,23,0.38333333333333336,10,13
86,23,0.38333333333333336,11,12
88,23,0.38333333333333336,11,12
94,23,0.38333333333333336,11,12
109,23,0.38333333333333336,17,6
124,23,0.38333333333333336,10,13
126,23,0.38333333333333336,13,10
139,23,0.38333333333333336,10,13
142,23,0.38333333333333336,12,11
151,23,0.38333333333333336,14,9
172,23,0.38333333333333336,14,9
180,23,0.38333333333333336,11,12
188,23,0.38333333333333336,11,12
192,23,0.38333333333333336,8,15
205,23,0.38333333333333336,10,13
214,23,0.38333333333333336,11,12
234,23,0.38333333333333336,12,11
241,23,0.38333333333333336,11,12
244,23,0.38333333333333336,11,12
252,23,0.38333333333333336,11,12
266,23,0.38333333333333336,14,9
269,23,0.38333333333333336,13,10
279,23,0.38333333333333336,10,13
290,23,0.38333333333333336,10,13
299,23,0.38333333333333336,10,13
314,23,0.38333333333333336,12,11
326,23,0.38333333333333336,14,9
336,23,0.38333333333333336,10,13
349,23,0.38333333333333336,9,14
354,23,0.38333333333333336,11,12
355,23,0.38333333333333336,11,12
0,22,0.36666666666666664,13,9
3,22,0.36666666666666664,12,10
15,22,0.36666666666666664,13,9
20,22,0.36666666666666664,10,12
25,22,0.36666666666666664,14,8
49,22,0.36666666666666664,13,9
52,22,0.36666666666666664,12,10
53,22,0.36666666666666664,13,9
58,22,0.36666666666666664,7,15
61,22,0.36666666666666664,9,13
77,22,0.36666666666666664,10,12
87,22,0.36666666666666664,10,12
91,22,0.36666666666666664,9,13
96,22,0.36666666666666664,13,9
98,22,0.36666666666666664,13,9
128,22,0.36666666666666664,13,9
135,22,0.36666666666666664,11,11
136,22,0.36666666666666664,13,9
149,22,0.36666666666666664,10,12
152,22,0.36666666666666664,12,10
158,22,0.36666666666666664,10,12
164,22,0.36666666666666664,8,14
170,22,0.36666666666666664,9,13
173,22,0.36666666666666664,11,11
175,22,0.36666666666666664,11,11
186,22,0.36666666666666664,10,12
203,22,0.36666666666666664,11,11
204,22,0.36666666666666664,11,11
231,22,0.36666666666666664,12,10
236,22,0.36666666666666664,12,10
237,22,0.36666666666666664,9,13
247,22,0.36666666666666664,11,11
258,22,0.36666666666666664,10,12
261,22,0.36666666666666664,12,10
267,22,0.36666666666666664,8,14
268,22,0.36666666666666664,12,10
282,22,0.36666666666666664,12,10
288,22,0.36666666666666664,9,13
295,22,0.36666666666666664,10,12
296,22,0.36666666666666664,14,8
311,22,0.36666666666666664,14,8
318,22,0.36666666666666664,10,12
321,22,0.36666666666666664,11,11
330,22,0.36666666666666664,14,8
335,22,0.36666666666666664,9,13
353,22,0.36666666666666664,11,11
4,21,0.35,10,11
10,21,0.35,11,10
23,21,0.35,12,9
28,21,0.35,12,9
38,21,0.35,13,8
47,21,0.35,10,11
63,21,0.35,11,10
68,21,0.35,10,11
70,21,0.35,10,11
71,21,0.35,12,9
73,21,0.35,10,11
85,21,0.35,10,11
138,21,0.35,11,10
147,21,0.35,8,13
161,21,0.35,11,10
169,21,0.35,11,10
228,21,0.35,8,13
239,21,0.35,8,13
250,21,0.35,9,12
259,21,0.35,8,13
262,21,0.35,12,9
292,21,0.35,10,11
294,21,0.35,7,14
300,21,0.35,11,10
309,21,0.35,11,10
317,21,0.35,9,12
319,21,0.35,12,9
325,21,0.35,7,14
334,21,0.35,9,12
344,21,0.35,14,7
348,21,0.35,12,9
7,20,0.3333333333333333,12,8
8,20,0.3333333333333333,9,11
27,20,0.3333333333333333,10,10
30,20,0.3333333333333333,11,9
31,20,0.3333333333333333,12,8
64,20,0.3333333333333333,13,7
80,20,0.3333333333333333,10,10
82,20,0.3333333333333333,6,14
83,20,0.3333333333333333,11,9
92,20,0.3333333333333333,9,11
95,20,0.3333333333333333,10,10
118,20,0.3333333333333333,10,10
127,20,0.3333333333333333,12,8
154,20,0.3333333333333333,10,10
185,20,0.3333333333333333,13,7
193,20,0.3333333333333333,10,10
195,20,0.3333333333333333,10,10
201,20,0.3333333333333333,10,10
211,20,0.3333333333333333,10,10
216,20,0.3333333333333333,10,10
227,20,0.3333333333333333,9,11
238,20,0.3333333333333333,11,9
255,20,0.3333333333333333,11,9
264,20,0.3333333333333333,11,9
298,20,0.3333333333333333,11,9
301,20,0.3333333333333333,12,8
305,20,0.3333333333333333,14,6
328,20,0.3333333333333333,11,9
352,20,0.3333333333333333,15,5
45,19,0.31666666666666665,8,11
46,19,0.31666666666666665,8,11
62,19,0.31666666666666665,13,6
122,19,0.31666666666666665,9,10
125,19,0.31666666666666665,11,8
137,19,0.31666666666666665,9,10
153,19,0.31666666666666665,13,6
157,19,0.31666666666666665,12,7
160,19,0.31666666666666665,8,11
174,19,0.31666666666666665,9,10
181,19,0.31666666666666665,10,9
194,19,0.31666666666666665,9,10
196,19,0.31666666666666665,11,8
209,19,0.31666666666666665,11,8
213,19,0.31666666666666665,12,7
217,19,0.31666666666666665,10,9
221,19,0.31666666666666665,12,7
223,19,0.31666666666666665,9,10
232,19,0.31666666666666665,8,11
235,19,0.31666666666666665,12,7
256,19,0.31666666666666665,9,10
280,19,0.31666666666666665,9,10
287,19,0.31666666666666665,9,10
291,19,0.31666666666666665,8,11
304,19,0.31666666666666665,6,13
324,19,0.31666666666666665,7,12
327,19,0.31666666666666665,8,11
357,19,0.31666666666666665,12,7
9,18,0.3,8,10
12,18,0.3,10,8
16,18,0.3,8,10
17,18,0.3,7,11
19,18,0.3,10,8
32,18,0.3,6,12
44,18,0.3,5,13
78,18,0.3,9,9
84,18,0.3,10,8
89,18,0.3,9,9
110,18,0.3,10,8
120,18,0.3,7,11
130,18,0.3,8,10
141,18,0.3,12,6
146,18,0.3,8,10
150,18,0.3,11,7
159,18,0.3,8,10
166,18,0.3,7,11
183,18,0.3,11,7
199,18,0.3,9,9
230,18,0.3,8,10
271,18,0.3,8,10
272,18,0.3,9,9
275,18,0.3,11,7
284,18,0.3,9,9
286,18,0.3,7,11
289,18,0.3,10,8
306,18,0.3,8,10
316,18,0.3,9,9
331,18,0.3,6,12
332,18,0.3,11,7
337,18,0.3,5,13
340,18,0.3,9,9
351,18,0.3,10,8
1,17,0.2833333333333333,9,8
22,17,0.2833333333333333,10,7
24,17,0.2833333333333333,7,10
34,17,0.2833333333333333,10,7
35,17,0.2833333333333333,9,8
65,17,0.2833333333333333,7,10
90,17,0.2833333333333333,8,9
106,17,0.2833333333333333,4,13
107,17,0.2833333333333333,9,8
111,17,0.2833333333333333,10,7
156,17,0.2833333333333333,11,6
162,17,0.2833333333333333,9,8
165,17,0.2833333333333333,9,8
167,17,0.2833333333333333,7,10
184,17,0.2833333333333333,7,10
206,17,0.2833333333333333,8,9
224,17,0.2833333333333333,9,8
242,17,0.2833333333333333,6,11
254,17,0.2833333333333333,10,7
263,17,0.2833333333333333,9,8
303,17,0.2833333333333333,8,9
339,17,0.2833333333333333,10,7
345,17,0.2833333333333333,10,7
347,17,0.2833333333333333,10,7
350,17,0.2833333333333333,6,11
66,16,0.26666666666666666,7,9
72,16,0.26666666666666666,10,6
81,16,0.26666666666666666,7,9
108,16,0.26666666666666666,9,7
123,16,0.26666666666666666,8,8
129,16,0.26666666666666666,9,7
191,16,0.26666666666666666,7,9
197,16,0.26666666666666666,6,10
251,16,0.26666666666666666,11,5
257,16,0.26666666666666666,10,6
274,16,0.26666666666666666,8,8
307,16,0.26666666666666666,5,11
323,16,0.26666666666666666,7,9
333,16,0.26666666666666666,12,4
342,16,0.26666666666666666,10,6
346,16,0.26666666666666666,7,9
11,15,0.25,7,8
37,15,0.25,5,10
43,15,0.25,8,7
57,15,0.25,9,6
67,15,0.25,7,8
97,15,0.25,10,5
121,15,0.25,6,9
168,15,0.25,8,7
210,15,0.25,7,8
215,15,0.25,9,6
249,15,0.25,10,5
273,15,0.25,9,6
297,15,0.25,7,8
302,15,0.25,9,6
308,15,0.25,7,8
315,15,0.25,6,9
322,15,0.25,7,8
60,14,0.23333333333333334,8,6
105,14,0.23333333333333334,9,5
182,14,0.23333333333333334,7,7
200,14,0.23333333333333334,4,10
212,14,0.23333333333333334,6,8
285,14,0.23333333333333334,6,8
320,14,0.23333333333333334,3,11
93,13,0.21666666666666667,7,6
132,13,0.21666666666666667,3,10
143,13,0.21666666666666667,9,4
171,13,0.21666666666666667,6,7
248,13,0.21666666666666667,7,6
75,12,0.2,6,6
79,12,0.2,6,6
155,12,0.2,7,5
198,12,0.2,5,7
358,12,0.2,4,8
18,11,0.18333333333333332,3,8
240,11,0.18333333333333332,6,5
