scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded
74,31,0.5166666666666667,15,16
164,30,0.5,16,14
14,29,0.48333333333333334,14,15
26,29,0.48333333333333334,17,12
117,29,0.48333333333333334,12,17
133,29,0.48333333333333334,11,18
134,29,0.48333333333333334,19,10
178,29,0.48333333333333334,17,12
208,29,0.48333333333333334,16,13
2,28,0.4666666666666667,13,15
114,28,0.4666666666666667,13,15
131,28,0.4666666666666667,11,17
148,28,0.4666666666666667,12,16
268,28,0.4666666666666667,18,10
341,28,0.4666666666666667,14,14
42,27,0.45,13,14
225,27,0.45,11,16
313,27,0.45,13,14
325,27,0.45,13,14
335,27,0.45,14,13
340,27,0.45,18,9
349,27,0.45,13,14
85,26,0.43333333333333335,15,11
101,26,0.43333333333333335,17,9
162,26,0.43333333333333335,18,8
170,26,0.43333333333333335,13,13
202,26,0.43333333333333335,13,13
245,26,0.43333333333333335,11,15
299,26,0.43333333333333335,13,13
308,26,0.43333333333333335,18,8
318,26,0.43333333333333335,14,12
329,26,0.43333333333333335,12,14
10,25,0.4166666666666667,15,10
29,25,0.4166666666666667,13,12
112,25,0.4166666666666667,11,14
130,25,0.4166666666666667,15,10
140,25,0.4166666666666667,10,15
144,25,0.4166666666666667,8,17
160,25,0.4166666666666667,14,11
177,25,0.4166666666666667,11,14
192,25,0.4166666666666667,10,15
219,25,0.4166666666666667,14,11
259,25,0.4166666666666667,12,13
270,25,0.4166666666666667,9,16
284,25,0.4166666666666667,16,9
291,25,0.4166666666666667,14,11
298,25,0.4166666666666667,16,9
310,25,0.4166666666666667,8,17
312,25,0.4166666666666667,12,13
331,25,0.4166666666666667,13,12
355,25,0.4166666666666667,13,12
23,24,0.4,15,9
24,24,0.4,14,10
37,24,0.4,14,10
41,24,0.4,11,13
44,24,0.4,11,13
58,24,0.4,9,15
61,24,0.4,11,13
86,24,0.4,12,12
87,24,0.4,12,12
91,24,0.4,11,13
94,24,0.4,12,12
99,24,0.4,10,14
104,24,0.4,12,12
115,24,0.4,11,13
128,24,0.4,15,9
137,24,0.4,14,10
167,24,0.4,14,10
175,24,0.4,13,11
176,24,0.4,12,12
190,24,0.4,13,11
204,24,0.4,13,11
211,24,0.4,14,10
218,24,0.4,11,13
234,24,0.4,13,11
254,24,0.4,17,7
265,24,0.4,12,12
267,24,0.4,10,14
311,24,0.4,16,8
317,24,0.4,12,12
324,24,0.4,12,12
337,24,0.4,11,13
356,24,0.4,11,13
51,23,0.38333333333333336,10,13
54,23,0.38333333333333336,11,12
56,23,0.38333333333333336,9,14
73,23,0.38333333333333336,12,11
76,23,0.38333333333333336,10,13
88,23,0.38333333333333336,11,12
102,23,0.38333333333333336,11,12
103,23,0.38333333333333336,9,14
132,23,0.38333333333333336,13,10
139,23,0.38333333333333336,10,13
145,23,0.38333333333333336,10,13
169,23,0.38333333333333336,13,10
173,23,0.38333333333333336,12,11
181,23,0.38333333333333336,14,9
186,23,0.38333333333333336,11,12
197,23,0.38333333333333336,13,10
205,23,0.38333333333333336,10,13
226,23,0.38333333333333336,7,16
236,23,0.38333333333333336,13,10
237,23,0.38333333333333336,10,13
252,23,0.38333333333333336,11,12
253,23,0.38333333333333336,10,13
258,23,0.38333333333333336,11,12
261,23,0.38333333333333336,13,10
262,23,0.38333333333333336,14,9
293,23,0.38333333333333336,10,13
326,23,0.38333333333333336,14,9
359,23,0.38333333333333336,13,10
0,22,0.36666666666666664,13,9
3,22,0.36666666666666664,12,10
11,22,0.36666666666666664,14,8
13,22,0.36666666666666664,10,12
27,22,0.36666666666666664,12,10
32,22,0.36666666666666664,10,12
39,22,0.36666666666666664,10,12
40,22,0.36666666666666664,11,11
46,22,0.36666666666666664,11,11
52,22,0.36666666666666664,12,10
55,22,0.36666666666666664,9,13
69,22,0.36666666666666664,6,16
71,22,0.36666666666666664,13,9
82,22,0.36666666666666664,8,14
92,22,0.36666666666666664,11,11
123,22,0.36666666666666664,14,8
124,22,0.36666666666666664,9,13
135,22,0.36666666666666664,11,11
166,22,0.36666666666666664,11,11
187,22,0.36666666666666664,11,11
189,22,0.36666666666666664,10,12
191,22,0.36666666666666664,13,9
194,22,0.36666666666666664,12,10
207,22,0.36666666666666664,12,10
223,22,0.36666666666666664,12,10
228,22,0.36666666666666664,9,13
238,22,0.36666666666666664,13,9
250,22,0.36666666666666664,10,12
260,22,0.36666666666666664,9,13
264,22,0.36666666666666664,13,9
269,22,0.36666666666666664,12,10
280,22,0.36666666666666664,12,10
314,22,0.36666666666666664,11,11
316,22,0.36666666666666664,13,9
338,22,0.36666666666666664,11,11
357,22,0.36666666666666664,15,7
1,21,0.35,13,8
6,21,0.35,7,14
9,21,0.35,11,10
12,21,0.35,13,8
16,21,0.35,11,10
17,21,0.35,10,11
21,21,0.35,10,11
33,21,0.35,7,14
36,21,0.35,10,11
100,21,0.35,11,10
138,21,0.35,11,10
158,21,0.35,9,12
188,21,0.35,9,12
198,21,0.35,14,7
206,21,0.35,12,9
209,21,0.35,13,8
216,21,0.35,11,10
220,21,0.35,8,13
227,21,0.35,10,11
229,21,0.35,8,13
232,21,0.35,10,11
233,21,0.35,9,12
239,21,0.35,8,13
241,21,0.35,9,12
242,21,0.35,10,11
243,21,0.35,10,11
244,21,0.35,9,12
276,21,0.35,9,12
277,21,0.35,8,13
278,21,0.35,8,13
279,21,0.35,8,13
283,21,0.35,12,9
286,21,0.35,10,11
288,21,0.35,8,13
294,21,0.35,7,14
304,21,0.35,8,13
306,21,0.35,11,10
328,21,0.35,12,9
334,21,0.35,9,12
339,21,0.35,14,7
342,21,0.35,15,6
343,21,0.35,11,10
350,21,0.35,10,11
354,21,0.35,9,12
4,20,0.3333333333333333,9,11
5,20,0.3333333333333333,7,13
28,20,0.3333333333333333,11,9
60,20,0.3333333333333333,14,6
65,20,0.3333333333333333,10,10
79,20,0.3333333333333333,14,6
81,20,0.3333333333333333,11,9
89,20,0.3333333333333333,11,9
98,20,0.3333333333333333,11,9
106,20,0.3333333333333333,7,13
109,20,0.3333333333333333,14,6
119,20,0.3333333333333333,10,10
146,20,0.3333333333333333,10,10
149,20,0.3333333333333333,8,12
151,20,0.3333333333333333,11,9
163,20,0.3333333333333333,10,10
180,20,0.3333333333333333,8,12
184,20,0.3333333333333333,10,10
200,20,0.3333333333333333,10,10
201,20,0.3333333333333333,10,10
221,20,0.3333333333333333,13,7
230,20,0.3333333333333333,10,10
231,20,0.3333333333333333,10,10
247,20,0.3333333333333333,9,11
281,20,0.3333333333333333,10,10
290,20,0.3333333333333333,7,13
321,20,0.3333333333333333,9,11
346,20,0.3333333333333333,11,9
7,19,0.31666666666666665,11,8
15,19,0.31666666666666665,10,9
19,19,0.31666666666666665,11,8
30,19,0.31666666666666665,10,9
35,19,0.31666666666666665,11,8
50,19,0.31666666666666665,7,12
63,19,0.31666666666666665,9,10
