scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded,loss_count_baseline_neutralized
310,44,0.4888888888888889,13,17,14
133,43,0.4777777777777778,11,18,14
226,42,0.4666666666666667,11,16,15
329,42,0.4666666666666667,17,14,11
148,41,0.45555555555555555,13,16,12
69,40,0.4444444444444444,14,16,10
220,40,0.4444444444444444,14,13,13
229,40,0.4444444444444444,17,13,10
103,39,0.43333333333333335,15,14,10
270,39,0.43333333333333335,12,16,11
14,38,0.4222222222222222,13,15,10
114,38,0.4222222222222222,13,15,10
145,38,0.4222222222222222,15,13,10
147,38,0.4222222222222222,15,13,10
325,38,0.4222222222222222,15,14,9
131,37,0.4111111111111111,11,17,9
117,36,0.4,8,17,11
124,36,0.4,13,13,10
144,36,0.4,10,17,9
202,36,0.4,16,13,7
225,36,0.4,8,16,12
253,36,0.4,15,13,8
299,36,0.4,12,13,11
16,35,0.3888888888888889,18,10,7
82,35,0.3888888888888889,12,14,9
140,35,0.3888888888888889,8,15,12
164,35,0.3888888888888889,13,14,8
349,35,0.3888888888888889,10,14,11
2,34,0.37777777777777777,9,15,10
44,34,0.37777777777777777,12,13,9
115,34,0.37777777777777777,11,13,10
239,34,0.37777777777777777,12,13,9
241,34,0.37777777777777777,11,12,11
265,34,0.37777777777777777,13,12,9
288,34,0.37777777777777777,9,13,12
294,34,0.37777777777777777,10,14,10
312,34,0.37777777777777777,11,13,10
356,34,0.37777777777777777,13,13,8
5,33,0.36666666666666664,10,13,10
6,33,0.36666666666666664,11,14,8
46,33,0.36666666666666664,12,11,10
50,33,0.36666666666666664,13,12,8
51,33,0.36666666666666664,11,13,9
59,33,0.36666666666666664,11,13,9
99,33,0.36666666666666664,7,14,12
106,33,0.36666666666666664,12,13,8
112,33,0.36666666666666664,9,14,10
122,33,0.36666666666666664,14,10,9
170,33,0.36666666666666664,11,13,9
177,33,0.36666666666666664,11,14,8
188,33,0.36666666666666664,10,12,11
189,33,0.36666666666666664,15,12,6
190,33,0.36666666666666664,13,11,9
259,33,0.36666666666666664,13,13,7
320,33,0.36666666666666664,13,11,9
7,32,0.35555555555555557,17,8,7
13,32,0.35555555555555557,10,12,10
20,32,0.35555555555555557,13,12,7
26,32,0.35555555555555557,13,12,7
39,32,0.35555555555555557,11,12,9
42,32,0.35555555555555557,10,14,8
86,32,0.35555555555555557,14,12,6
88,32,0.35555555555555557,11,12,9
104,32,0.35555555555555557,13,12,7
186,32,0.35555555555555557,10,12,10
192,32,0.35555555555555557,8,15,9
200,32,0.35555555555555557,14,10,8
208,32,0.35555555555555557,11,13,8
222,32,0.35555555555555557,11,13,8
228,32,0.35555555555555557,11,13,8
245,32,0.35555555555555557,7,15,10
247,32,0.35555555555555557,16,11,5
250,32,0.35555555555555557,9,12,11
260,32,0.35555555555555557,9,13,10
269,32,0.35555555555555557,13,10,9
279,32,0.35555555555555557,12,13,7
295,32,0.35555555555555557,12,12,8
304,32,0.35555555555555557,10,13,9
313,32,0.35555555555555557,11,14,7
321,32,0.35555555555555557,12,11,9
327,32,0.35555555555555557,13,11,8
335,32,0.35555555555555557,10,13,9
336,32,0.35555555555555557,12,13,7
341,32,0.35555555555555557,9,14,9
17,31,0.34444444444444444,10,11,10
32,31,0.34444444444444444,8,12,11
48,31,0.34444444444444444,11,12,8
70,31,0.34444444444444444,13,11,7
74,31,0.34444444444444444,5,16,10
102,31,0.34444444444444444,12,12,7
126,31,0.34444444444444444,12,10,9
142,31,0.34444444444444444,11,11,9
151,31,0.34444444444444444,15,9,7
167,31,0.34444444444444444,13,10,8
180,31,0.34444444444444444,12,12,7
183,31,0.34444444444444444,17,7,7
234,31,0.34444444444444444,12,11,8
258,31,0.34444444444444444,9,12,10
266,31,0.34444444444444444,13,9,9
267,31,0.34444444444444444,7,14,10
292,31,0.34444444444444444,14,11,6
293,31,0.34444444444444444,9,13,9
307,31,0.34444444444444444,14,11,6
317,31,0.34444444444444444,8,12,11
334,31,0.34444444444444444,9,12,10
28,30,0.3333333333333333,14,9,7
33,30,0.3333333333333333,10,14,6
35,30,0.3333333333333333,15,8,7
41,30,0.3333333333333333,12,13,5
47,30,0.3333333333333333,12,11,7
58,30,0.3333333333333333,7,15,8
77,30,0.3333333333333333,11,12,7
94,30,0.3333333333333333,9,12,9
98,30,0.3333333333333333,14,9,7
116,30,0.3333333333333333,11,13,6
132,30,0.3333333333333333,12,10,8
175,30,0.3333333333333333,11,11,8
195,30,0.3333333333333333,12,10,8
214,30,0.3333333333333333,11,12,7
218,30,0.3333333333333333,7,13,10
276,30,0.3333333333333333,10,12,8
278,30,0.3333333333333333,9,13,8
291,30,0.3333333333333333,11,11,8
337,30,0.3333333333333333,6,13,11
354,30,0.3333333333333333,12,12,6
30,29,0.32222222222222224,11,9,9
36,29,0.32222222222222224,10,11,8
45,29,0.32222222222222224,10,11,8
54,29,0.32222222222222224,9,12,8
56,29,0.32222222222222224,11,14,4
68,29,0.32222222222222224,11,11,7
76,29,0.32222222222222224,5,13,11
80,29,0.32222222222222224,12,10,7
81,29,0.32222222222222224,15,9,5
118,29,0.32222222222222224,15,10,4
120,29,0.32222222222222224,10,11,8
128,29,0.32222222222222224,14,9,6
135,29,0.32222222222222224,8,11,10
158,29,0.32222222222222224,12,12,5
203,29,0.32222222222222224,11,11,7
205,29,0.32222222222222224,10,13,6
227,29,0.32222222222222224,9,11,9
230,29,0.32222222222222224,13,10,6
242,29,0.32222222222222224,10,11,8
282,29,0.32222222222222224,12,10,7
287,29,0.32222222222222224,10,10,9
290,29,0.32222222222222224,9,13,7
300,29,0.32222222222222224,12,10,7
343,29,0.32222222222222224,13,10,6
350,29,0.32222222222222224,10,11,8
359,29,0.32222222222222224,10,10,9
8,28,0.3111111111111111,10,11,7
49,28,0.3111111111111111,13,9,6
61,28,0.3111111111111111,9,13,6
71,28,0.3111111111111111,13,9,6
73,28,0.3111111111111111,8,11,9
78,28,0.3111111111111111,12,9,7
84,28,0.3111111111111111,13,8,7
152,28,0.3111111111111111,12,10,6
172,28,0.3111111111111111,13,9,6
193,28,0.3111111111111111,11,10,7
237,28,0.3111111111111111,7,13,8
244,28,0.3111111111111111,10,12,6
281,28,0.3111111111111111,11,10,7
284,28,0.3111111111111111,13,9,6
314,28,0.3111111111111111,9,11,8
316,28,0.3111111111111111,12,9,7
318,28,0.3111111111111111,7,12,9
9,27,0.3,10,10,7
18,27,0.3,13,8,6
21,27,0.3,9,11,7
29,27,0.3,10,12,5
52,27,0.3,9,10,8
66,27,0.3,12,9,6
85,27,0.3,7,11,9
87,27,0.3,8,12,7
91,27,0.3,6,13,8
119,27,0.3,11,10,6
121,27,0.3,12,9,6
127,27,0.3,11,8,8
130,27,0.3,9,10,8
137,27,0.3,10,10,7
146,27,0.3,12,10,5
149,27,0.3,11,12,4
159,27,0.3,13,10,4
166,27,0.3,8,11,8
173,27,0.3,12,11,4
174,27,0.3,9,10,8
178,27,0.3,9,12,6
187,27,0.3,9,11,7
191,27,0.3,14,9,4
219,27,0.3,11,11,5
223,27,0.3,11,10,6
231,27,0.3,9,10,8
243,27,0.3,13,11,3
252,27,0.3,7,12,8
261,27,0.3,11,10,6
306,27,0.3,13,10,4
319,27,0.3,11,9,7
324,27,0.3,8,12,7
331,27,0.3,8,12,7
338,27,0.3,9,11,7
340,27,0.3,12,9,6
351,27,0.3,13,8,6
34,26,0.28888888888888886,14,7,5
40,26,0.28888888888888886,8,11,7
53,26,0.28888888888888886,11,9,6
63,26,0.28888888888888886,11,10,5
89,26,0.28888888888888886,12,9,5
108,26,0.28888888888888886,14,7,5
111,26,0.28888888888888886,13,7,6
113,26,0.28888888888888886,12,9,5
154,26,0.28888888888888886,10,10,6
163,26,0.28888888888888886,10,10,6
176,26,0.28888888888888886,8,12,6
181,26,0.28888888888888886,10,9,7
201,26,0.28888888888888886,10,10,6
204,26,0.28888888888888886,10,11,5
207,26,0.28888888888888886,11,10,5
212,26,0.28888888888888886,12,8,6
273,26,0.28888888888888886,15,6,5
280,26,0.28888888888888886,10,10,6
297,26,0.28888888888888886,14,8,4
309,26,0.28888888888888886,9,10,7
326,26,0.28888888888888886,11,9,6
328,26,0.28888888888888886,12,9,5
353,26,0.28888888888888886,10,11,5
3,25,0.2777777777777778,7,10,8
4,25,0.2777777777777778,8,11,6
11,25,0.2777777777777778,11,8,6
27,25,0.2777777777777778,13,10,2
65,25,0.2777777777777778,7,10,8
83,25,0.2777777777777778,12,9,4
92,25,0.2777777777777778,7,11,7
96,25,0.2777777777777778,11,9,5
100,25,0.2777777777777778,8,10,7
101,25,0.2777777777777778,11,9,5
129,25,0.2777777777777778,14,7,4
134,25,0.2777777777777778,9,10,6
139,25,0.2777777777777778,5,13,7
169,25,0.2777777777777778,8,10,7
179,25,0.2777777777777778,8,11,6
197,25,0.2777777777777778,8,10,7
206,25,0.2777777777777778,10,9,6
211,25,0.2777777777777778,9,10,6
232,25,0.2777777777777778,7,11,7
233,25,0.2777777777777778,8,12,5
235,25,0.2777777777777778,15,7,3
263,25,0.2777777777777778,12,8,5
268,25,0.2777777777777778,10,10,5
286,25,0.2777777777777778,10,11,4
303,25,0.2777777777777778,10,9,6
311,25,0.2777777777777778,12,8,5
344,25,0.2777777777777778,12,7,6
346,25,0.2777777777777778,9,9,7
355,25,0.2777777777777778,8,12,5
358,25,0.2777777777777778,12,8,5
1,24,0.26666666666666666,9,8,7
25,24,0.26666666666666666,9,8,7
37,24,0.26666666666666666,7,10,7
55,24,0.26666666666666666,7,13,4
79,24,0.26666666666666666,12,6,6
95,24,0.26666666666666666,8,10,6
123,24,0.26666666666666666,10,8,6
125,24,0.26666666666666666,10,8,6
136,24,0.26666666666666666,8,9,7
162,24,0.26666666666666666,12,8,4
182,24,0.26666666666666666,11,7,6
216,24,0.26666666666666666,7,10,7
217,24,0.26666666666666666,10,9,5
238,24,0.26666666666666666,11,9,4
255,24,0.26666666666666666,10,9,5
256,24,0.26666666666666666,7,10,7
262,24,0.26666666666666666,10,9,5
271,24,0.26666666666666666,8,10,6
289,24,0.26666666666666666,12,8,4
315,24,0.26666666666666666,9,9,6
0,23,0.25555555555555554,9,9,5
12,23,0.25555555555555554,11,8,4
15,23,0.25555555555555554,7,9,7
24,23,0.25555555555555554,6,10,7
38,23,0.25555555555555554,9,8,6
67,23,0.25555555555555554,10,8,5
72,23,0.25555555555555554,13,6,4
153,23,0.25555555555555554,13,6,4
156,23,0.25555555555555554,11,6,6
165,23,0.25555555555555554,10,8,5
184,23,0.25555555555555554,6,10,7
194,23,0.25555555555555554,8,10,5
209,23,0.25555555555555554,13,8,2
221,23,0.25555555555555554,14,7,2
246,23,0.25555555555555554,5,10,8
254,23,0.25555555555555554,13,7,3
272,23,0.25555555555555554,7,9,7
277,23,0.25555555555555554,3,13,7
283,23,0.25555555555555554,9,9,5
285,23,0.25555555555555554,12,8,3
308,23,0.25555555555555554,10,8,5
10,22,0.24444444444444444,8,10,4
22,22,0.24444444444444444,9,7,6
23,22,0.24444444444444444,8,9,5
60,22,0.24444444444444444,10,6,6
93,22,0.24444444444444444,10,6,6
107,22,0.24444444444444444,9,8,5
157,22,0.24444444444444444,10,7,5
160,22,0.24444444444444444,7,11,4
161,22,0.24444444444444444,5,10,7
198,22,0.24444444444444444,9,7,6
210,22,0.24444444444444444,8,8,6
224,22,0.24444444444444444,9,8,5
274,22,0.24444444444444444,8,8,6
296,22,0.24444444444444444,9,8,5
298,22,0.24444444444444444,9,9,4
305,22,0.24444444444444444,10,6,6
322,22,0.24444444444444444,7,8,7
323,22,0.24444444444444444,7,9,6
347,22,0.24444444444444444,12,7,3
348,22,0.24444444444444444,9,9,4
19,21,0.23333333333333334,8,8,5
62,21,0.23333333333333334,10,6,5
64,21,0.23333333333333334,10,7,4
75,21,0.23333333333333334,10,6,5
90,21,0.23333333333333334,8,9,4
138,21,0.23333333333333334,7,10,4
236,21,0.23333333333333334,3,10,8
264,21,0.23333333333333334,6,9,6
301,21,0.23333333333333334,9,8,4
31,20,0.2222222222222222,7,8,5
43,20,0.2222222222222222,10,7,3
196,20,0.2222222222222222,7,8,5
215,20,0.2222222222222222,12,6,2
248,20,0.2222222222222222,11,6,3
302,20,0.2222222222222222,9,6,5
110,19,0.2111111111111111,6,8,5
168,19,0.2111111111111111,7,7,5
199,19,0.2111111111111111,6,9,4
213,19,0.2111111111111111,8,7,4
249,19,0.2111111111111111,11,5,3
257,19,0.2111111111111111,8,6,5
275,19,0.2111111111111111,8,7,4
345,19,0.2111111111111111,7,7,5
357,19,0.2111111111111111,8,7,4
109,18,0.2,8,6,4
141,18,0.2,8,6,4
143,18,0.2,12,4,2
185,18,0.2,7,7,4
330,18,0.2,6,8,4
339,18,0.2,7,7,4
97,17,0.18888888888888888,10,5,2
150,17,0.18888888888888888,5,7,5
332,17,0.18888888888888888,7,7,3
342,17,0.18888888888888888,9,6,2
155,16,0.17777777777777778,7,5,4
171,16,0.17777777777777778,5,7,4
251,16,0.17777777777777778,6,5,5
333,16,0.17777777777777778,10,4,2
57,15,0.16666666666666666,7,6,2
352,15,0.16666666666666666,8,5,2
105,13,0.14444444444444443,6,5,2
240,13,0.14444444444444443,6,5,2
