scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded
133,34,0.5666666666666667,16,18
270,33,0.55,17,16
148,31,0.5166666666666667,15,16
2,30,0.5,15,15
74,30,0.5,14,16
147,30,0.5,17,13
56,29,0.48333333333333334,15,14
114,29,0.48333333333333334,14,15
265,29,0.48333333333333334,17,12
41,28,0.4666666666666667,15,13
59,28,0.4666666666666667,15,13
61,28,0.4666666666666667,15,13
99,28,0.4666666666666667,14,14
131,28,0.4666666666666667,11,17
229,28,0.4666666666666667,15,13
335,28,0.4666666666666667,15,13
349,28,0.4666666666666667,14,14
55,27,0.45,14,13
140,27,0.45,12,15
164,27,0.45,13,14
177,27,0.45,13,14
247,27,0.45,16,11
278,27,0.45,14,13
293,27,0.45,14,13
337,27,0.45,14,13
353,27,0.45,16,11
13,26,0.43333333333333335,14,12
44,26,0.43333333333333335,13,13
115,26,0.43333333333333335,13,13
117,26,0.43333333333333335,9,17
158,26,0.43333333333333335,14,12
218,26,0.43333333333333335,13,13
222,26,0.43333333333333335,13,13
224,26,0.43333333333333335,18,8
325,26,0.43333333333333335,12,14
336,26,0.43333333333333335,13,13
341,26,0.43333333333333335,12,14
355,26,0.43333333333333335,14,12
356,26,0.43333333333333335,13,13
10,25,0.4166666666666667,15,10
14,25,0.4166666666666667,10,15
50,25,0.4166666666666667,13,12
54,25,0.4166666666666667,13,12
58,25,0.4166666666666667,10,15
69,25,0.4166666666666667,9,16
85,25,0.4166666666666667,14,11
102,25,0.4166666666666667,13,12
104,25,0.4166666666666667,13,12
144,25,0.4166666666666667,8,17
145,25,0.4166666666666667,12,13
176,25,0.4166666666666667,13,12
204,25,0.4166666666666667,14,11
225,25,0.4166666666666667,9,16
228,25,0.4166666666666667,12,13
250,25,0.4166666666666667,13,12
258,25,0.4166666666666667,13,12
259,25,0.4166666666666667,12,13
262,25,0.4166666666666667,16,9
267,25,0.4166666666666667,11,14
279,25,0.4166666666666667,12,13
286,25,0.4166666666666667,14,11
288,25,0.4166666666666667,12,13
329,25,0.4166666666666667,11,14
6,24,0.4,10,14
29,24,0.4,12,12
40,24,0.4,13,11
71,24,0.4,15,9
73,24,0.4,13,11
87,24,0.4,12,12
94,24,0.4,12,12
103,24,0.4,10,14
112,24,0.4,10,14
126,24,0.4,14,10
149,24,0.4,12,12
160,24,0.4,13,11
170,24,0.4,11,13
192,24,0.4,9,15
205,24,0.4,11,13
208,24,0.4,11,13
220,24,0.4,11,13
237,24,0.4,11,13
245,24,0.4,9,15
277,24,0.4,11,13
306,24,0.4,14,10
312,24,0.4,11,13
313,24,0.4,10,14
320,24,0.4,13,11
322,24,0.4,16,8
5,23,0.38333333333333336,10,13
17,23,0.38333333333333336,12,11
65,23,0.38333333333333336,13,10
76,23,0.38333333333333336,10,13
78,23,0.38333333333333336,14,9
98,23,0.38333333333333336,14,9
137,23,0.38333333333333336,13,10
159,23,0.38333333333333336,13,10
162,23,0.38333333333333336,15,8
179,23,0.38333333333333336,12,11
190,23,0.38333333333333336,12,11
194,23,0.38333333333333336,13,10
216,23,0.38333333333333336,13,10
231,23,0.38333333333333336,13,10
233,23,0.38333333333333336,11,12
239,23,0.38333333333333336,10,13
294,23,0.38333333333333336,9,14
296,23,0.38333333333333336,15,8
310,23,0.38333333333333336,6,17
359,23,0.38333333333333336,13,10
